Day,Average Temperature (°C),Maximum temperature (°C),Minimum temperature (°C),Atmospheric pressure at sea level (hPa),Average relative humidity (%),Total rainfall (mm),Average visibility (Km),Average wind speed (Km/h),Maximum sustained wind speed (Km/h),Maximum speed of wind (Km/h),Total days it rained,Total days that snowed,Total days with thunderstorm,Total days with fog,date
1,23.4,30.5,15.5,-,26.0,0.0,7.1,17.6,35.2,-,,,,,1-03-2013
2,22.4,32.0,14.0,1018,35.0,0.0,7.2,9.6,24.1,-,,,,,2-03-2013
3,23.7,33.5,13.0,-,27.0,0.0,6.8,7.6,18.3,-,,,,,3-03-2013
4,22.7,33.0,13.0,-,47.0,0.0,6.1,6.7,24.1,-,,,,,4-03-2013
5,26.1,36.5,14.5,-,28.0,0.0,6.9,10.2,55.4,-,,,,,5-03-2013
6,27.9,37.0,15.8,-,19.0,0.0,6.9,16.5,38.9,-,,,,,6-03-2013
7,27.1,38.5,18.0,-,22.0,0.0,6.6,9.4,25.9,-,,,,,7-03-2013
8,26.2,34.5,16.0,-,26.0,0.0,6.9,12.2,27.8,-,,,,,8-03-2013
9,25.4,32.0,17.5,-,59.0,0.0,6.3,16.1,33.5,-,,,,,9-03-2013
10,25.2,33.0,17.0,-,28.0,0.0,7.1,7.6,24.1,-,,,,,10-03-2013
11,24.4,32.0,16.0,-,39.0,0.0,5.6,9.8,22.2,-,,,,,11-03-2013
12,24.7,31.0,18.0,-,57.0,0.0,6.1,13.0,25.9,-,,,,,12-03-2013
13,26.2,33.0,19.5,-,49.0,0.0,6.9,13.5,25.9,-,,,o,,13-03-2013
14,25.6,32.0,20.0,-,58.0,0.0,6.6,11.3,29.4,-,,,,,14-03-2013
15,26.7,34.5,19.0,-,35.0,0.0,6.4,8.9,22.2,-,,,,,15-03-2013
16,27.4,35.0,21.0,1015.1,38.0,0.0,7.1,8.7,24.1,-,,,,,16-03-2013
17,26.5,35.5,18.0,-,40.0,0.0,6.9,10.7,29.4,-,,,,,17-03-2013
18,28.1,37.0,18.0,1011.7,31.0,0.0,6.8,10.4,27.8,-,,,,,18-03-2013
19,26.6,34.0,19.0,-,42.0,0.0,6.8,14.6,29.4,-,,,,,19-03-2013
20,26.8,31.5,20.5,-,54.0,0.0,6.8,23.2,40.7,46.5,,,,,20-03-2013
21,27.2,34.6,23.0,-,59.0,0.0,6.3,12.4,29.4,-,,,,,21-03-2013
22,26.0,31.5,22.6,-,65.0,0.0,6.6,17.4,33.5,37,,,,,22-03-2013
23,26.2,31.0,22.0,-,58.0,0.0,6.8,19.8,33.5,-,,o,,,23-03-2013
24,25.4,32.0,20.0,-,56.0,0.0,6.0,8.9,29.4,-,,,,,24-03-2013
25,27.9,34.0,19.5,-,29.0,0.0,6.8,9.1,22.2,-,,,,,25-03-2013
26,26.8,33.0,21.6,-,39.0,0.0,6.1,13.9,25.9,-,,,,,26-03-2013
27,25.2,30.0,20.0,-,61.0,0.0,6.8,21.1,35.2,46.5,o,,o,,27-03-2013
28,25.6,30.0,21.5,-,50.0,2.79,7.1,17.0,33.5,-,,,,,28-03-2013
29,25.6,32.0,21.0,-,63.0,0.0,5.6,10.6,27.8,-,,,,,29-03-2013
30,26.5,32.0,20.0,-,54.0,0.0,6.8,13.7,25.9,-,,,,,30-03-2013
31,26.6,31.0,21.5,-,59.0,0.0,7.1,19.6,29.4,-,,,,,31-03-2013
1,26.2,31.5,23.0,-,64.0,0.0,7.1,17.4,33.5,40.7,,,,,1-04-2013
2,25.7,32.0,20.0,-,60.0,0.0,6.8,19.6,33.5,-,o,,o,,2-04-2013
3,26.6,33.5,20.5,-,53.0,1.02,7.1,11.7,29.4,-,,,,,3-04-2013
4,28.1,35.0,22.0,-,51.0,0.0,6.0,13.5,31.3,-,,,,,4-04-2013
5,28.2,36.2,22.0,-,49.0,0.0,6.8,13.1,27.8,-,,,,,5-04-2013
6,27.4,34.0,23.5,-,50.0,0.0,7.2,20.4,37.0,-,,,,,6-04-2013
7,25.7,30.5,22.8,-,58.0,0.0,7.1,20.4,37.0,-,,,,,7-04-2013
8,25.2,30.5,21.0,-,72.0,0.0,6.0,13.9,55.4,-,o,,o,,8-04-2013
9,25.9,29.5,20.0,-,64.0,23.11,3.1,14.1,29.4,-,,,,,9-04-2013
10,26.4,31.0,21.0,-,64.0,0.0,6.0,12.4,22.2,-,,,,,10-04-2013
11,27.3,33.5,22.0,-,54.0,0.0,6.6,10.9,33.5,-,,,,,11-04-2013
12,28.5,34.5,24.0,-,53.0,0.0,6.9,15.2,27.8,-,,,,,12-04-2013
13,29.6,36.5,24.0,-,44.0,0.0,6.9,15.2,33.5,-,,,,,13-04-2013
14,29.0,35.0,25.0,-,57.0,0.0,6.4,13.9,27.8,-,,,,,14-04-2013
15,29.3,36.5,24.0,-,55.0,0.0,6.3,19.4,33.5,-,,,,,15-04-2013
16,28.4,34.5,24.8,-,67.0,0.0,6.3,15.6,29.4,-,,,,,16-04-2013
17,30.4,37.0,25.0,-,50.0,0.0,5.3,13.9,27.8,-,,,,,17-04-2013
18,28.2,33.0,25.0,-,69.0,0.0,6.0,15.2,33.5,-,,,,,18-04-2013
19,28.8,32.0,25.5,-,67.0,0.0,6.6,15.4,24.1,-,,,,,19-04-2013
20,28.6,32.5,25.8,-,67.0,0.0,6.6,16.3,27.8,-,,,,,20-04-2013
21,29.3,34.5,26.5,-,65.0,0.0,6.6,13.3,29.4,-,,,o,,21-04-2013
22,27.3,34.5,24.0,-,67.0,0.0,5.8,9.1,24.1,-,o,,o,,22-04-2013
23,28.9,35.0,23.0,-,61.0,6.1,6.3,11.3,25.9,-,,,,,23-04-2013
24,29.5,34.5,25.2,-,57.0,0.0,6.3,15.2,37.0,-,o,,,,24-04-2013
25,29.2,34.0,26.0,1010.8,56.0,0.0,6.9,20.6,37.0,-,,,,,25-04-2013
26,29.9,34.0,25.7,-,50.0,0.0,7.2,20.2,31.3,37,,,,,26-04-2013
27,30.8,38.0,26.5,1010.1,41.0,0.0,6.4,18.0,33.5,-,,,,,27-04-2013
28,30.4,36.0,26.5,-,51.0,0.0,6.9,17.8,29.4,-,,,,,28-04-2013
29,30.3,37.0,26.0,-,53.0,0.0,6.8,12.6,35.2,-,,,,,29-04-2013
30,32.8,40.2,24.6,-,22.0,0.0,6.1,13.0,25.9,-,,,,,30-04-2013
1,32.4,40.4,26.0,-,19.0,0,7.1,17.2,33.5,-,,,,,1-05-2013
2,32.6,41.5,25.0,1004.4,28.0,0,6.6,17.0,31.3,-,,,,,2-05-2013
3,31.7,37.0,27.0,-,46.0,0,6.4,18.3,37,-,,,,,3-05-2013
4,30.1,38.0,26.0,-,59.0,0,6.6,21.9,35.2,-,,,,,4-05-2013
5,32.2,42.0,26.0,-,44.0,0,5.8,12.6,29.4,-,,,,,5-05-2013
6,30.6,37.0,25.7,-,57.0,0,6.9,15.0,27.8,-,,,,,6-05-2013
7,29.6,34.6,26.0,1006.1,61.0,0,5.8,17.8,33.5,-,,,,,7-05-2013
8,29.1,35.0,26.0,1006.2,57.0,0,6.6,22.8,37,-,,,,,8-05-2013
9,29.4,33.5,26.0,-,60.0,0,6.6,24.6,38.9,-,,,,,9-05-2013
10,30.1,33.6,26.5,-,62.0,0,6.0,26.5,40.7,-,,,,,10-05-2013
11,29.6,34.3,27.0,-,66.0,0,6.3,20.7,35.2,-,,,,,11-05-2013
12,30.1,34.5,26.5,-,62.0,0,6.4,20.9,40.7,-,,,,,12-05-2013
13,29.9,35.0,26.5,-,65.0,0,6.4,15.7,24.1,-,,,,,13-05-2013
14,30.2,35.2,26.6,-,67.0,0,6.8,21.1,33.5,-,,,,,14-05-2013
15,30.8,38.0,27.0,-,62.0,0,6.0,21.9,38.9,46.5,,,,,15-05-2013
16,30.7,36.2,28.0,1003,67.0,0,6.3,17.2,31.3,-,,,,,16-05-2013
17,31.1,36.0,26.7,1003.9,64.0,0,6.0,18.5,29.4,-,,,,,17-05-2013
18,31.7,39.0,27.0,-,55.0,0,6.8,21.5,-,-,,,,,18-05-2013
19,30.7,35.0,28.0,-,66.0,0,6.6,24.8,35.2,-,,,,,19-05-2013
20,30.8,37.0,27.0,-,63.0,0,6.8,22.2,37,-,,,,,20-05-2013
21,30.8,36.0,27.0,-,59.0,0,7.2,25.2,33.5,-,,,,,21-05-2013
22,31.0,37.0,28.0,-,60.0,0,6.6,28.0,46.5,-,,,,,22-05-2013
23,30.9,36.5,27.6,-,62.0,0,6.4,30.6,50,-,,,,,23-05-2013
24,30.5,34.0,28.0,-,70.0,0,6.6,29.6,44.3,-,,,,,24-05-2013
25,30.7,34.7,28.0,-,70.0,0,6.4,31.3,44.3,-,,,,,25-05-2013
26,30.2,33.0,28.0,-,69.0,0,6.9,28.0,42.4,-,,,,,26-05-2013
27,30.5,34.5,28.0,1004.5,68.0,0,6.6,23.7,37,-,,,,,27-05-2013
28,30.7,36.0,28.0,-,65.0,0,6.4,28.7,55.4,-,,,,,28-05-2013
29,31.0,36.0,28.0,-,62.0,0,6.8,30.4,48.2,-,,,,,29-05-2013
30,30.7,35.0,28.0,-,64.0,0,6.9,33.2,48.2,-,,,,,30-05-2013
31,30.7,35.0,28.0,-,66.0,0,6.9,27.2,40.7,-,,,,,31-05-2013
1,30.8,35.3,28.0,-,64.0,0,6.3,21.7,29.4,-,,,,,1-06-2013
2,31.4,36.0,27.7,1002,59.0,0,6.4,20.0,33.5,-,,,,,2-06-2013
3,32.1,38.0,27.5,-,51.0,0,6.6,12.0,27.8,-,,,,,3-06-2013
4,32.6,40.0,28.6,1002.9,50.0,0,6.4,13.5,37.0,-,,,,,4-06-2013
5,31.8,36.0,29.0,-,64.0,0,7.6,19.3,38.9,-,,,,,5-06-2013
6,31.8,36.0,29.0,-,66.0,0,6.4,26.5,35.2,-,,,,,6-06-2013
7,31.4,34.5,29.0,-,68.0,0,6.3,26.1,37.0,-,,,,,7-06-2013
8,32.0,36.4,28.7,-,62.0,0,6.4,19.1,37.0,-,,,,,8-06-2013
9,32.5,37.5,29.0,-,58.0,0,6.8,14.3,24.1,-,,,,,9-06-2013
10,32.5,37.5,29.6,-,60.0,0,7.1,14.1,24.1,-,,,,,10-06-2013
11,32.6,37.0,29.5,996.9,64.0,0,6.3,15.2,31.3,-,,,,,11-06-2013
12,34.9,40.6,30.0,996,50.0,0,5.3,21.7,64.8,-,,,o,,12-06-2013
13,32.3,38.0,29.0,-,58.0,0,6.1,19.1,37.0,-,o,,o,,13-06-2013
14,33.7,39.0,30.0,-,57.0,0,6.8,18.1,29.4,-,,,,,14-06-2013
15,33.9,37.0,31.0,-,56.0,0,7.1,18.7,31.3,-,,,,,15-06-2013
16,33.2,39.0,30.0,-,61.0,0,6.6,15.6,27.8,-,,,,,16-06-2013
17,32.1,34.5,30.0,995.8,66.0,0,5.6,17.0,27.8,-,,,,,17-06-2013
18,31.8,35.5,30.0,-,62.0,0,6.8,23.0,42.4,-,,,,,18-06-2013
19,31.8,35.5,29.0,-,60.0,0,6.3,19.4,25.9,-,,,,,19-06-2013
20,31.6,35.4,29.0,-,59.0,0,6.4,19.8,29.4,-,,,,,20-06-2013
21,31.4,35.0,29.0,-,60.0,0,6.4,25.0,33.5,-,,,,,21-06-2013
22,31.2,35.6,29.0,-,59.0,0,6.4,25.7,35.2,-,,,,,22-06-2013
23,31.8,36.0,28.6,-,57.0,0,6.6,26.5,44.3,-,o,,,,23-06-2013
24,31.3,35.2,29.0,-,62.0,0,6.4,20.0,29.4,-,,,,,24-06-2013
25,31.6,35.0,29.0,-,60.0,0,6.9,18.3,33.5,-,,,,,25-06-2013
26,32.1,36.0,30.0,1001.1,58.0,0,6.3,19.3,27.8,-,,,,,26-06-2013
27,31.5,35.7,29.0,-,61.0,0,6.6,26.5,46.5,-,,,,,27-06-2013
28,31.6,35.0,29.5,-,63.0,0,6.0,25.7,46.5,-,,,,,28-06-2013
29,32.2,36.0,29.5,-,62.0,0,6.6,27.0,40.7,-,o,,,,29-06-2013
30,31.1,34.0,29.0,-,70.0,0,6.4,21.9,31.3,-,o,,,,30-06-2013
1,31.1,35.0,29.0,-,64.0,0.0,6.1,22.0,33.5,-,o,,,,1-07-2013
2,31.4,35.0,29.0,-,64.0,0.0,6.0,26.7,44.3,-,,,,,2-07-2013
3,31.6,35.0,29.0,-,63.0,0.0,5.8,25.0,44.3,-,,,,,3-07-2013
4,31.2,35.0,29.0,998.5,67.0,0.0,5.8,21.9,29.4,-,o,,,,4-07-2013
5,30.6,33.0,29.0,1000.2,69.0,0.0,6.3,20.7,29.4,-,,,,,5-07-2013
6,30.6,33.5,28.5,999.6,70.0,0.0,6.3,17.8,24.1,-,,,,,6-07-2013
7,30.1,32.0,29.0,1000.5,73.0,0.0,5.8,14.6,27.8,-,o,,,,7-07-2013
8,30.3,34.0,27.0,-,71.0,0.0,6.0,18.3,25.9,-,o,,,,8-07-2013
9,30.3,33.5,28.0,-,71.0,0.0,6.0,23.3,44.3,-,o,,,,9-07-2013
10,30.3,34.0,27.0,-,69.0,0.25,6.4,28.9,50.0,-,,,,,10-07-2013
11,30.7,34.0,28.0,998.8,66.0,0.0,5.6,22.6,29.4,-,,,,,11-07-2013
12,30.8,35.5,28.2,1000.2,65.0,0.0,6.1,20.2,31.3,-,,,,,12-07-2013
13,30.4,34.5,28.8,-,68.0,0.0,5.8,21.7,33.5,-,o,,,,13-07-2013
14,30.9,34.5,28.5,1000,67.0,0.0,6.1,23.3,33.5,-,,,,,14-07-2013
15,29.4,32.0,27.6,1000.4,75.0,1.02,6.3,24.4,40.7,-,o,,,,15-07-2013
16,29.2,31.5,26.5,-,72.0,0.0,6.6,21.5,27.8,-,o,,,,16-07-2013
17,29.3,33.0,27.0,-,73.0,0.0,6.0,18.1,27.8,-,o,,,,17-07-2013
18,29.5,34.0,27.0,-,72.0,0.0,5.8,24.1,37.0,-,o,,,,18-07-2013
19,29.3,33.0,25.0,996.3,73.0,2.03,5.5,21.1,35.2,-,o,,,,19-07-2013
20,30.5,34.0,27.0,-,66.0,0.0,6.8,15.4,27.8,-,,,,,20-07-2013
21,30.6,35.0,28.0,-,64.0,0.0,6.8,16.7,27.8,-,,,,,21-07-2013
22,29.6,33.5,28.0,-,68.0,0.0,5.8,17.8,29.4,-,o,,,,22-07-2013
23,30.2,34.0,28.0,-,66.0,0.0,6.4,14.6,25.9,-,,,,,23-07-2013
24,31.6,35.5,28.0,997.3,65.0,0.0,6.3,15.9,25.9,-,,,,,24-07-2013
25,30.4,34.0,28.5,-,68.0,0.0,6.8,17.4,25.9,-,o,,,,25-07-2013
26,30.4,33.5,28.5,-,66.0,0.0,6.6,16.3,22.2,-,o,,,,26-07-2013
27,31.1,35.0,29.0,-,63.0,0.0,6.3,17.6,27.8,-,,,,,27-07-2013
28,29.7,32.0,27.0,-,68.0,0.0,6.1,20.4,29.4,-,o,,o,,28-07-2013
29,28.9,31.0,27.0,999,76.0,2.03,5.3,23.3,37.0,-,o,,,,29-07-2013
30,28.6,32.0,27.5,-,77.0,0.0,5.6,17.2,29.4,-,o,,,,30-07-2013
31,29.4,32.5,27.0,-,71.0,0.0,5.8,17.6,27.8,-,o,,,,31-07-2013
1,29.2,31.0,27.0,-,71.0,0.0,5.6,16.5,25.9,-,o,,,,1-08-2013
2,29.7,32.5,27.0,-,67.0,0.0,6.0,11.5,28.7,-,o,,,,2-08-2013
3,26.9,31.0,25.0,-,87.0,0.0,4.7,8.1,22.2,-,o,,o,,3-08-2013
4,28.3,32.0,25.9,-,77.0,102.62,6.4,11.7,25.9,-,o,,o,,4-08-2013
5,29.4,32.0,27.0,-,68.0,0.0,6.9,13.5,22.2,-,,,,,5-08-2013
6,29.1,32.0,27.0,-,67.0,0.0,6.4,15.6,25.9,-,o,,,,6-08-2013
7,29.5,33.0,27.0,-,65.0,0.0,6.8,20.2,53.9,-,o,,,,7-08-2013
8,29.8,32.0,28.0,-,66.0,0.0,6.9,20.2,43.2,-,,,,,8-08-2013
9,28.4,30.0,27.0,-,73.0,0.0,6.9,27.6,53.9,-,o,,,,9-08-2013
10,28.8,31.0,27.0,-,73.0,0.0,6.9,17.4,25.9,-,o,,,,10-08-2013
11,29.3,31.9,27.9,-,74.0,0.76,6.0,11.9,18.3,-,o,,,,11-08-2013
12,29.8,32.0,28.0,-,72.0,0.0,6.6,13.5,28.7,-,,,,,12-08-2013
13,28.2,29.5,28.0,-,84.0,0.0,5.8,19.4,46.9,-,o,,,,13-08-2013
14,28.3,30.0,27.9,-,83.0,13.97,6.1,15.6,24.1,-,o,,,,14-08-2013
15,30.1,33.5,28.0,-,72.0,0.51,5.5,14.4,22.2,-,,,,,15-08-2013
16,30.4,34.0,28.0,1002,67.0,0.0,6.1,16.5,25.9,-,,,,,16-08-2013
17,29.3,33.0,28.0,-,65.0,0.0,6.4,20.9,33.5,-,o,,,,17-08-2013
18,29.4,32.0,28.0,-,65.0,0.0,6.8,23.7,35.9,-,o,,,,18-08-2013
19,29.2,32.0,28.0,1003,66.0,0.0,6.4,26.1,33.5,-,,,,,19-08-2013
20,29.3,32.0,27.0,-,64.0,0.0,6.6,25.9,33.5,-,,,,,20-08-2013
21,29.1,32.0,27.0,-,63.0,0.0,6.4,24.6,44.6,-,,,,,21-08-2013
22,28.8,31.0,27.0,-,67.0,0.0,5.8,23.9,31.7,-,,,,,22-08-2013
23,28.8,32.0,27.0,-,66.0,0.0,6.9,25.6,-,-,o,,,,23-08-2013
24,28.6,31.0,27.0,-,68.0,0.0,6.6,23.7,53.9,-,,,,,24-08-2013
25,28.4,31.0,27.0,-,69.0,0.0,6.6,20.4,25.9,-,,,,,25-08-2013
26,28.4,31.0,27.0,-,70.0,0.0,6.6,19.4,29.4,-,o,,,,26-08-2013
27,28.2,31.5,26.0,-,67.0,0.0,6.4,25.6,43.2,-,,,,,27-08-2013
28,28.2,32.0,26.0,-,67.0,0.0,6.6,23.2,35.9,-,o,,,,28-08-2013
29,28.4,32.0,26.0,-,64.0,0.0,6.9,23.2,46.9,-,,,,,29-08-2013
30,28.7,32.0,26.9,-,64.0,0.0,6.6,21.5,31.7,-,o,,,,30-08-2013
31,28.5,31.0,26.0,-,65.0,0.0,6.4,20.6,33.5,-,,,,,31-08-2013
1,28.5,31.4,26.0,-,67.0,0,6.6,22.8,50.4,-,,,,,1-09-2013
2,28.6,31.0,27.0,-,65.0,0,6.8,25.6,46.9,-,,,,,2-09-2013
3,28.8,31.0,27.0,1005.5,66.0,0,6.1,26.3,57.6,-,,,,,3-09-2013
4,29.3,32.4,27.0,1005.5,66.0,0,5.6,20.7,29.4,-,o,,,,4-09-2013
5,28.2,31.5,26.0,1005.1,67.0,0,6.0,25.6,48.2,55.4,,,,,5-09-2013
6,28.9,31.0,26.0,1005.2,63.0,0,6.0,25.4,37.0,-,,,,,6-09-2013
7,28.6,32.0,26.0,-,64.0,0,6.4,23.9,37.0,-,,,,,7-09-2013
8,28.6,32.0,26.0,-,66.0,0,6.9,20.7,43.2,-,,,,,8-09-2013
9,28.8,32.4,25.7,-,63.0,0,6.8,15.4,22.2,-,,,,,9-09-2013
10,28.8,33.0,26.0,1008.1,63.0,0,6.6,17.6,28.7,-,,,,,10-09-2013
11,28.7,33.0,26.0,-,66.0,0,6.6,17.4,25.9,-,,,,,11-09-2013
12,29.2,34.0,26.0,-,64.0,0,6.6,21.9,43.2,-,,,,,12-09-2013
13,30.3,36.0,26.0,-,62.0,0,6.4,16.5,27.8,-,,,,,13-09-2013
14,29.5,34.5,26.0,1005.6,65.0,0,6.1,18.7,35.9,-,,,,,14-09-2013
15,28.7,32.0,26.0,-,71.0,0,6.4,21.1,46.5,-,,,,,15-09-2013
16,29.1,32.0,27.0,-,69.0,0,6.3,23.7,50.4,-,,,,,16-09-2013
17,29.6,33.0,24.4,-,67.0,0,6.4,15.0,29.4,-,,,,,17-09-2013
18,28.8,34.0,27.0,1004.8,70.0,0,6.3,19.3,35.2,-,,,,,18-09-2013
19,29.5,34.0,27.0,1004.5,65.0,0,6.4,21.9,35.2,-,,,,,19-09-2013
20,29.2,34.0,26.0,-,68.0,0,6.8,26.7,79.1,-,,,,,20-09-2013
21,30.1,35.0,26.9,-,65.0,0,6.6,20.4,29.4,-,,,,,21-09-2013
22,29.9,37.0,26.0,-,62.0,0,6.0,21.3,37.0,-,,,,,22-09-2013
23,29.7,36.0,26.0,-,62.0,0,6.6,20.7,35.9,-,,,,,23-09-2013
24,30.6,35.0,26.0,-,63.0,0,5.3,16.3,24.1,-,,,,,24-09-2013
25,32.2,40.0,27.0,-,50.0,0,6.0,18.1,33.5,-,,,,,25-09-2013
26,32.4,40.3,27.0,-,52.0,0,5.8,17.8,37.0,-,o,,o,,26-09-2013
27,30.0,34.0,27.0,-,71.0,39.88,5.5,17.4,27.8,-,,,,,27-09-2013
28,29.4,35.0,27.0,-,73.0,0,6.3,16.5,29.4,-,,,,,28-09-2013
29,30.2,35.0,27.0,-,69.0,0,5.5,10.2,18.3,-,,,,,29-09-2013
30,31.4,37.0,28.0,-,53.0,-,5.8,15.9,33.5,-,o,,o,,30-09-2013
1,30.7,37.0,27.0,-,58.0,0.0,6.0,16.9,27.8,-,o,,,,1-10-2013
2,33.4,39.5,28.0,-,45.0,0.0,6.1,19.8,37.0,-,,,,,2-10-2013
3,33.9,39.5,29.0,-,41.0,0.0,6.4,12.8,33.5,-,,,,,3-10-2013
4,32.3,40.0,28.0,-,42.0,0.0,5.8,13.7,24.1,-,,,,,4-10-2013
5,29.9,35.0,27.0,-,63.0,0.0,6.1,20.2,29.4,-,,,,,5-10-2013
6,29.1,33.0,27.0,-,67.0,0.0,6.8,19.3,27.8,-,,,,,6-10-2013
7,28.7,32.9,26.0,-,71.0,0.0,6.4,12.4,18.3,-,,,,,7-10-2013
8,29.2,33.4,26.0,-,68.0,0.0,6.8,12.0,22.2,-,,,,,8-10-2013
9,29.4,32.5,27.0,-,64.0,0.0,5.8,16.5,24.1,-,,,,,9-10-2013
10,30.1,37.0,27.0,-,63.0,0.0,5.6,11.9,29.4,-,,,o,,10-10-2013
11,31.0,38.0,27.0,-,58.0,0.0,6.9,11.5,22.2,-,,,,,11-10-2013
12,29.8,39.4,25.0,-,60.0,1.02,5.5,12.4,48.2,-,o,,o,,12-10-2013
13,29.7,36.0,25.0,-,57.0,11.94,6.9,9.3,18.3,-,,,,,13-10-2013
14,30.7,37.0,26.0,-,53.0,0.0,5.8,15.4,29.4,-,,,,,14-10-2013
15,29.2,34.0,27.0,-,70.0,0.0,6.3,17.2,25.9,-,,,,,15-10-2013
16,29.2,33.0,27.0,-,71.0,0.0,6.3,19.8,46.9,-,,,,,16-10-2013
17,28.7,33.4,26.0,-,71.0,0.0,6.3,12.8,29.4,-,,,,,17-10-2013
18,28.6,35.0,25.0,-,68.0,0.0,6.3,10.7,22.2,-,,,,,18-10-2013
19,29.3,36.0,24.0,-,55.0,0.0,5.8,10.9,22.2,-,,,,,19-10-2013
20,28.3,34.0,25.0,-,66.0,0.0,6.1,14.3,22.2,-,,,,,20-10-2013
21,27.9,32.5,24.0,-,69.0,0.0,6.6,16.3,35.9,-,,,,,21-10-2013
22,26.9,33.5,22.0,-,68.0,0.0,5.6,9.1,18.3,-,,,,,22-10-2013
23,27.9,35.0,21.0,-,36.0,0.0,6.4,8.9,18.3,-,,,,,23-10-2013
24,29.6,37.5,22.0,-,26.0,0.0,6.6,13.0,33.5,-,,,,,24-10-2013
25,28.0,38.0,22.0,-,31.0,0.0,5.8,10.6,22.2,-,,,,,25-10-2013
26,28.7,37.4,22.0,-,36.0,0.0,6.0,13.0,32.4,-,,,,,26-10-2013
27,28.5,35.0,22.0,-,50.0,0.0,6.1,9.4,21.7,-,,,,,27-10-2013
28,27.7,34.0,21.0,-,58.0,0.0,6.6,13.5,22.2,-,,,,,28-10-2013
29,27.5,31.0,24.0,-,68.0,0.0,5.8,15.0,29.4,-,,,,,29-10-2013
30,27.8,31.0,25.0,-,67.0,0.0,6.1,17.2,28.7,-,,,,,30-10-2013
31,27.8,34.0,23.0,-,63.0,0.0,5.6,10.6,43.2,-,,,,,31-10-2013
1,27.1,34.0,22.0,-,59,0,5.5,9.4,28.7,-,,,,,1-11-2013
2,26.6,33.4,19.0,-,37,0,5.8,10.9,24.1,-,,,,,2-11-2013
3,25.6,33.9,19.0,-,41,0,5.1,7.4,24.1,-,,,,,3-11-2013
4,25.1,33.4,18.0,-,43,0,5.1,8.1,16.5,-,,,,,4-11-2013
5,25.8,33.0,19.0,-,53,0,6.0,12.6,46.9,-,,,,,5-11-2013
6,26.1,32.0,21.0,-,51,0,6.0,9.4,16.5,-,,,,,6-11-2013
7,24.5,30.0,20.0,-,43,0,4.2,12.2,25.9,-,,,,,7-11-2013
8,24.7,30.0,20.0,-,42,0,4.7,14.4,31.7,-,,,,,8-11-2013
9,24.1,30.0,18.0,-,39,0,5.0,12.4,27.8,-,,,,,9-11-2013
10,23.5,30.0,16.0,-,33,0,6.1,16.9,39.6,-,,,,,10-11-2013
11,23.3,29.0,15.0,-,48,0,5.8,10.9,18.3,-,,,,,11-11-2013
12,23.4,29.9,18.0,-,61,0,5.5,8.3,18.3,-,,,,,12-11-2013
13,23.4,31.0,17.0,-,53,0,5.8,8.5,20.6,-,,,,,13-11-2013
14,23.1,30.0,17.0,-,40,0,6.0,8.7,20.6,-,,,,,14-11-2013
15,23.4,31.0,15.0,-,19,0,6.3,20.7,46.9,-,,,,,15-11-2013
16,23.4,31.0,16.0,-,25,0,6.0,14.6,28.7,-,,,,,16-11-2013
17,24.2,32.0,17.0,-,27,0,6.0,17.0,35.2,-,,,,,17-11-2013
18,23.7,32.0,16.0,-,27,0,6.0,15.6,31.7,-,,,,,18-11-2013
19,22.8,32.4,15.0,-,33,0,5.8,7.6,18.3,-,,,,,19-11-2013
20,23.5,33.0,16.0,-,53,0,5.5,12.4,32.4,-,,,,,20-11-2013
21,23.5,31.0,17.0,-,71,0,4.3,9.8,21.7,-,,,,o,21-11-2013
22,24.4,31.0,19.0,-,50,0,5.5,12.8,37.0,-,,,,,22-11-2013
23,24.6,32.4,17.0,-,39,0,5.3,8.0,20.6,-,,,,,23-11-2013
24,24.3,31.4,17.0,-,37,0,5.5,10.7,25.9,-,,,,,24-11-2013
25,24.0,32.0,16.0,-,42,0,6.0,10.9,32.4,-,,,,,25-11-2013
26,22.9,31.4,17.0,-,56,0,4.5,8.7,18.3,-,,,,,26-11-2013
27,23.0,30.0,17.0,-,63,0,5.1,9.8,22.2,-,,,,,27-11-2013
28,23.9,32.0,16.0,-,41,0,5.6,9.3,27.8,-,,,,,28-11-2013
29,25.3,33.0,17.0,-,28,0,5.8,17.8,37.0,-,,,,,29-11-2013
30,23.2,32.0,16.0,-,36,0,5.5,10.2,22.2,-,,,,,30-11-2013
1,22.3,30.0,16.0,-,61.0,0,5.6,11.9,32.4,-,,,,,1-12-2013
2,22.2,31.0,15.0,-,56.0,0,6.0,9.8,18.3,-,,,,,2-12-2013
3,22.7,30.0,14.5,-,29.0,0,6.1,16.5,31.7,-,,,,,3-12-2013
4,21.8,29.4,15.0,-,30.0,0,5.5,19.1,40.7,-,,,,,4-12-2013
5,21.8,30.0,14.0,-,31.0,0,6.3,11.5,35.9,-,,,,,5-12-2013
6,21.2,29.4,14.0,-,49.0,0,5.3,11.7,25.2,-,,,,,6-12-2013
7,22.2,28.4,15.0,-,66.0,0,6.3,12.4,35.9,-,,,,,7-12-2013
8,22.3,29.4,15.0,-,61.0,0,5.8,8.3,22.2,-,,,,,8-12-2013
9,21.9,31.0,15.0,-,54.0,0,5.5,9.1,18.3,-,,,,,9-12-2013
10,21.6,29.0,15.0,-,62.0,0,5.6,12.4,35.9,-,,,,,10-12-2013
